FOODCODE	DESCRIPTION_f
13110330	Ice_cream_no_sugar_added_chocolate
13120050	Ice_cream_bar_or_stick_not_chocolate_covered_or_cake_covered
13120100	Ice_cream_bar_or_stick_chocolate_covered
13120110	Ice_cream_bar_or_stick_chocolate_or_caramel_covered_with_nuts
13120120	Ice_cream_bar_or_stick_rich_chocolate_ice_cream_thick_chocolate_covering
13120121	Ice_cream_bar_or_stick_rich_ice_cream_thick_chocolate_covering
13120130	Ice_cream_bar_or_stick_rich_ice_cream_chocolate_covered_with_nuts
13120140	Ice_cream_bar_or_stick_chocolate_ice_cream_chocolate_covered
13120300	Ice_cream_bar_cake_covered
13120310	Ice_cream_bar_stick_or_nugget_with_crunch_coating
13120400	Ice_cream_bar_or_stick_with_fruit
13120500	Ice_cream_sandwich
13120550	Ice_cream_cookie_sandwich
13120700	Ice_cream_cone_with_nuts_flavors_other_than_chocolate
13120710	Ice_cream_cone_chocolate_covered_with_nuts_flavors_other_than_chocolate
13120720	Ice_cream_cone_chocolate_covered_or_dipped_flavors_other_than_chocolate
13120730	Ice_cream_cone_no_topping_flavors_other_than_chocolate
13120740	Ice_cream_cone_no_topping_NS_as_to_flavor
13120750	Ice_cream_cone_with_nuts_chocolate_ice_cream
13120760	Ice_cream_cone_chocolate_covered_or_dipped_chocolate_ice_cream
13120770	Ice_cream_cone_no_topping_chocolate_ice_cream
13120780	Ice_cream_cone_chocolate_covered_with_nuts_chocolate_ice_cream
13120790	Ice_cream_sundae_cone
13120800	Ice_cream_soda_flavors_other_than_chocolate
13120810	Ice_cream_soda_chocolate
13121000	Ice_cream_sundae_NS_as_to_topping_with_whipped_cream
13121100	Ice_cream_sundae_fruit_topping_with_whipped_cream
13121200	Ice_cream_sundae_prepackaged_type_flavors_other_than_chocolate
13121300	Ice_cream_sundae_chocolate_or_fudge_topping_with_whipped_cream
13121400	Ice_cream_sundae_not_fruit_or_chocolate_topping_with_whipped_cream
13121500	Ice_cream_sundae_fudge_topping_with_cake_with_whipped_cream
13122100	Ice_cream_pie_no_crust
13122500	Ice_cream_pie_with_cookie_crust_fudge_topping_and_whipped_cream
13126000	Ice_cream_fried
13127000	Dippin_Dots_flash_frozen_ice_cream_snacks_flavors_other_than_chocolate
13127010	Dippin_Dots_flash_frozen_ice_cream_snacks_chocolate
13130100	Light_ice_cream_NS_as_to_flavor
13130300	Light_ice_cream_flavors_other_than_chocolate
13130310	Light_ice_cream_chocolate
13130320	Light_ice_cream_no_sugar_added_NS_as_to_flavor
13130330	Light_ice_cream_no_sugar_added_flavors_other_than_chocolate
13130340	Light_ice_cream_no_sugar_added_chocolate
13130590	Light_ice_cream_soft_serve_NS_as_to_flavor
13130600	Light_ice_cream_soft_serve_flavors_other_than_chocolate
13130610	Light_ice_cream_soft_serve_chocolate
13130620	Light_ice_cream_soft_serve_cone_flavors_other_than_chocolate
13130630	Light_ice_cream_soft_serve_cone_chocolate
13130640	Light_ice_cream_soft_serve_cone_NS_as_to_flavor
13130700	Light_ice_cream_soft_serve_blended_with_candy_or_cookies
13135000	Ice_cream_sandwich_made_with_light_ice_cream_flavors_other_than_chocolate
13135010	Ice_cream_sandwich_made_with_light_chocolate_ice_cream
13136000	Ice_cream_sandwich_made_with_light_no_sugar_added_ice_cream
13140100	Light_ice_cream_bar_or_stick_chocolate_coated
13140110	Light_ice_cream_bar_or_stick_chocolate_covered_with_nuts
13140450	Light_ice_cream_cone_NFS
13140500	Light_ice_cream_cone_flavors_other_than_chocolate
13140550	Light_ice_cream_cone_chocolate
13140570	Light_ice_cream_no_sugar_added_cone_NS_as_to_flavor
13140575	Light_ice_cream_no_sugar_added_cone_flavors_other_than_chocolate
13140580	Light_ice_cream_no_sugar_added_cone_chocolate
13140600	Light_ice_cream_sundae_soft_serve_chocolate_or_fudge_topping_with_whipped_cream
13140630	Light_ice_cream_sundae_soft_serve_fruit_topping_with_whipped_cream
13140650	Light_ice_cream_sundae_soft_serve_not_fruit_or_chocolate_topping_with_whipped_cream
13140660	Light_ice_cream_sundae_soft_serve_chocolate_or_fudge_topping_without_whipped_cream
13140670	Light_ice_cream_sundae_soft_serve_fruit_topping_without_whipped_cream
13140680	Light_ice_cream_sundae_soft_serve_not_fruit_or_chocolate_topping_without_whipped_cream
13140700	Light_ice_cream_creamsicle_or_dreamsicle
13140710	Light_ice_cream_creamsicle_or_dreamsicle_no_sugar_added
13140900	Light_ice_cream_fudgesicle
13142000	Milk_dessert_bar_or_stick_frozen_with_coconut
13150000	Sherbet_all_flavors
13160150	Fat_free_ice_cream_no_sugar_added_chocolate
13160160	Fat_free_ice_cream_no_sugar_added_flavors_other_than_chocolate
13160400	Fat_free_ice_cream_flavors_other_than_chocolate
13160410	Fat_free_ice_cream_chocolate
13160420	Fat_free_ice_cream_NS_as_to_flavor
13161000	Milk_dessert_bar_frozen_made_from_lowfat_milk
13161500	Milk_dessert_sandwich_bar_frozen_made_from_lowfat_milk
13161520	Milk_dessert_sandwich_bar_frozen_with_low-calorie_sweetener_made_from_lowfat_milk
13161600	Milk_dessert_bar_frozen_made_from_lowfat_milk_and_low_calorie_sweetener
13161630	Light_ice_cream_bar_or_stick_with_low-calorie_sweetener_chocolate_coated
13170000	Baked_Alaska
13200110	Pudding_NFS
13210110	Pudding_bread
13210150	Bread_pudding_made_with_evaporated_milk_and_rum
13210160	Diplomat_pudding_Puerto_Rican_style
13210180	Pudding_Mexican_bread
13210190	Pudding_Mexican_bread_low_fat
13210220	Pudding_chocolate_NS_as_to_from_dry_mix_or_ready-to-eat
13210250	Pudding_chocolate_low_calorie_containing_artificial_sweetener_NS_as_to_from_dry_mix_or_ready-to-eat
13210260	Rice_flour_cream_Puerto_Rican_style
13210270	Custard_Puerto_Rican_style
13210280	Pudding_flavors_other_than_chocolate_NS_as_to_from_dry_mix_or_ready-to-eat
13210290	Pudding_flavors_other_than_chocolate_low_calorie_containing_artificial_sweetener_NS_as_to_from_dry_mix_or_ready-to-eat
13210300	Custard
13210350	Flan
13210410	Pudding_rice
13210450	Pudding_rice_flour_and_nuts
13210500	Pudding_tapioca_made_from_home_recipe_made_with_milk
13210520	Pudding_tapioca_made_from_dry_mix_made_with_milk
13210530	Pudding_tapioca_chocolate_made_with_milk
13210610	Pudding_coconut
13210710	Pudding_cornmeal_milk_and_molasses
13210750	Pudding_pumpkin
13210810	Pumpkin_pudding_Puerto_Rican_style
13210820	Fresh_corn_custard_Puerto_Rican_style
13220110	Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_milk_added
13220120	Pudding_chocolate_prepared_from_dry_mix_milk_added
13220210	Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_low_calorie_containing_artificial_sweetener_milk_added
13220220	Pudding_chocolate_prepared_from_dry_mix_low_calorie_containing_artificial_sweetener_milk_added
13220230	Pudding_ready-to-eat_chocolate_reduced_fat
13220235	Pudding_ready-to-eat_chocolate_fat_free
13220240	Pudding_ready-to-eat_flavors_other_than_chocolate_reduced_fat
13220245	Pudding_ready-to-eat_flavors_other_than_chocolate_fat_free
13230110	Pudding_ready-to-eat_flavors_other_than_chocolate
13230120	Pudding_ready-to-eat_low_calorie_containing_artificial_sweetener_flavors_other_than_chocolate
13230130	Pudding_ready-to-eat_chocolate
13230140	Pudding_ready-to-eat_low_calorie_containing_artificial_sweetener_chocolate
13230200	Pudding_ready-to-eat_chocolate_and_non-chocolate_flavors_combined
13230500	Pudding_ready-to-eat_tapioca
13230510	Pudding_ready-to-eat_tapioca_fat_free
13241000	Pudding_with_fruit_and_vanilla_wafers
13250000	Mousse_chocolate
13250100	Mousse_not_chocolate
13250200	Mousse_chocolate_lowfat_reduced_calorie_prepared_from_dry_mix_water_added
13252100	Coconut_custard_Puerto_Rican_style
13252200	Milk_dessert_or_milk_candy_Puerto_Rican_style
13252500	Barfi_or_Burfi_Indian_dessert_made_from_milk_and_or_cream_and_or_Ricotta_cheese
13252600	Tiramisu
13310000	Custard_pudding_flavor_other_than_chocolate_baby_food_NS_as_to_strained_or_junior
13311000	Custard_pudding_baby_food_flavor_other_than_chocolate_strained
13312000	Custard_pudding_baby_food_flavor_other_than_chocolate_junior
13411000	White_sauce_milk_sauce
13412000	Milk_gravy_quick_gravy
14010000	Cheese_NFS
14101010	Cheese_Blue_or_Roquefort
14102010	Cheese_Brick
14103010	Cheese_Camembert
14103020	Cheese_Brie
14104100	Cheese_Cheddar
14104110	Cheese_Cheddar_reduced_fat
14104115	Cheese_Cheddar_nonfat_or_fat_free
14104200	Cheese_Colby
14104250	Cheese_Colby_Jack
14104400	Cheese_Feta
14104600	Cheese_Fontina
14104700	Cheese_goat
14105010	Cheese_Gouda_or_Edam
14105200	Cheese_Gruyere
14106010	Cheese_Limburger
14106200	Cheese_Monterey
14106500	Cheese_Monterey_reduced_fat
14107010	Cheese_Mozzarella_NFS
14107020	Cheese_Mozzarella_whole_milk
14107030	Cheese_Mozzarella_part_skim
14107040	Cheese_Mozzarella_reduced_sodium
14107060	Cheese_Mozzarella_nonfat_or_fat_free
14107200	Cheese_Muenster
14107250	Cheese_Muenster_reduced_fat
14108010	Cheese_Parmesan_dry_grated
14108015	Cheese_Parmesan_dry_grated_reduced_fat
14108020	Cheese_Parmesan_hard
14108060	Cheese_Parmesan_dry_grated_fat_free
14108200	Cheese_Port_du_Salut
14108400	Cheese_Provolone
14108420	Cheese_provolone_reduced_fat
14109010	Cheese_Swiss
14109020	Cheese_Swiss_reduced_sodium
14109030	Cheese_Swiss_reduced_fat
14109040	Cheese_Swiss_nonfat_or_fat_free
14110010	Cheese_Cheddar_reduced_sodium
14120010	Cheese_Mexican_blend
14120020	Cheese_Mexican_blend_reduced_fat
14131000	Queso_Anejo_aged_Mexican_cheese
14131500	Queso_Asadero
14132000	Queso_Chihuahua
14133000	Queso_Fresco
14134000	Queso_cotija
14200100	Cheese_cottage_NFS
14201010	Cheese_cottage_creamed_large_or_small_curd
14201200	Cottage_cheese_farmer_s
14201500	Cheese_Ricotta
14202010	Cheese_cottage_with_fruit
14202020	Cheese_cottage_with_vegetables
14203010	Cheese_cottage_dry_curd
14203020	Cheese_cottage_salted_dry_curd
14203510	Puerto_Rican_white_cheese
14204010	Cheese_cottage_low_fat
14204020	Cheese_cottage_lowfat_with_fruit
14204030	Cheese_cottage_lowfat_with_vegetables
14206010	Cheese_cottage_lowfat_low_sodium
14207010	Cheese_cottage_lowfat_lactose_reduced
14301010	Cheese_cream
14303010	Cheese_cream_light_or_lite
14410100	Cheese_American_and_Swiss_blends
14410110	Cheese_American
14410120	Cheese_American_reduced_fat
14410130	Cheese_American_nonfat_or_fat_free
14410210	Cheese_American_reduced_sodium
14410330	Cheese_spread_American_or_Cheddar_cheese_base_reduced_fat
14410380	Cheese_processed_cream_cheese_product_nonfat_or_fat_free
14410500	Cheese_processed_cheese_food
14410600	Cheese_processed_with_vegetables
14410620	Cheese_with_wine
14420100	Cheese_spread_American_or_Cheddar_cheese_base
14420160	Cheese_spread_Swiss_cheese_base
14420200	Cheese_spread_cream_cheese_regular
14420210	Cheese_spread_cream_cheese_light_or_lite
14420300	Cheese_spread_pressurized_can
14502000	Imitation_cheese
14610200	Cheese_cottage_cheese_with_gelatin_dessert
14610210	Cheese_cottage_cheese_with_gelatin_dessert_and_fruit
14610250	Cheese_cottage_cheese_with_gelatin_dessert_and_vegetables
14610520	Cheese_with_nuts
14620110	Artichoke_dip
14620115	Spinach_and_artichoke_dip
14620130	Seafood_dip
14620150	Cheese_dip_with_chili_pepper
14620200	Cheese_dip
14620300	Topping_from_cheese_pizza
14620310	Topping_from_vegetable_pizza
14620320	Topping_from_meat_pizza
14620330	Topping_from_meat_and_vegetable_pizza
14630100	Cheese_fondue
14630200	Cheese_souffle
14630300	Welsh_rarebit
14640000	Cheese_sandwich_NFS
14640002	Cheese_sandwich_American_cheese_on_white_bread_no_spread
14640004	Cheese_sandwich_American_cheese_on_wheat_bread_no_spread
14640006	Cheese_sandwich_American_cheese_on_whole_wheat_bread_no_spread
14640008	Cheese_sandwich_Cheddar_cheese_on_white_bread_no_spread
14640010	Cheese_sandwich_Cheddar_cheese_on_wheat_bread_no_spread
14640012	Cheese_sandwich_Cheddar_cheese_on_whole_wheat_bread_no_spread
14640014	Cheese_sandwich_reduced_fat_American_cheese_on_white_bread_no_spread
14640016	Cheese_sandwich_reduced_fat_American_cheese_on_wheat_bread_no_spread
14640018	Cheese_sandwich_reduced_fat_American_cheese_on_whole_wheat_bread_no_spread
14640020	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_white_bread_no_spread
14640022	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_wheat_bread_no_spread
14640024	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_whole_wheat_bread_no_spread
14640026	Cheese_sandwich_American_cheese_on_white_bread_with_mayonnaise
14640028	Cheese_sandwich_American_cheese_on_wheat_bread_with_mayonnaise
14640030	Cheese_sandwich_American_cheese_on_whole_wheat_bread_with_mayonnaise
14640032	Cheese_sandwich_Cheddar_cheese_on_white_bread_with_mayonnaise
14640034	Cheese_sandwich_Cheddar_cheese_on_wheat_bread_with_mayonnaise
14640036	Cheese_sandwich_Cheddar_cheese_on_whole_wheat_bread_with_mayonnaise
14640038	Cheese_sandwich_reduced_fat_American_cheese_on_white_bread_with_mayonnaise
14640040	Cheese_sandwich_reduced_fat_American_cheese_on_wheat_bread_with_mayonnaise
14640042	Cheese_sandwich_reduced_fat_American_cheese_on_whole_wheat_bread_with_mayonnaise
14640044	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_white_bread_with_mayonnaise
14640046	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_wheat_bread_with_mayonnaise
14640048	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_whole_wheat_bread_with_mayonnaise
14640050	Cheese_sandwich_American_cheese_on_white_bread_with_butter
14640052	Cheese_sandwich_American_cheese_on_wheat_bread_with_butter
14640054	Cheese_sandwich_American_cheese_on_whole_wheat_bread_with_butter
14640056	Cheese_sandwich_Cheddar_cheese_on_white_bread_with_butter
14640058	Cheese_sandwich_Cheddar_cheese_on_wheat_bread_with_butter
14640060	Cheese_sandwich_Cheddar_cheese_on_whole_wheat_bread_with_butter
14640062	Cheese_sandwich_reduced_fat_American_cheese_on_white_bread_with_butter
14640064	Cheese_sandwich_reduced_fat_American_cheese_on_wheat_bread_with_butter
14640066	Cheese_sandwich_reduced_fat_American_cheese_on_whole_wheat_bread_with_butter
14640068	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_white_bread_with_butter
14640070	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_wheat_bread_with_butter
14640072	Cheese_sandwich_reduced_fat_Cheddar_cheese_on_whole_wheat_bread_with_butter
14640100	Grilled_cheese_sandwich_NFS
14640105	Grilled_cheese_sandwich_American_cheese_on_white_bread
14640110	Grilled_cheese_sandwich_American_cheese_on_wheat_bread
14640115	Grilled_cheese_sandwich_American_cheese_on_whole_wheat_bread
14640125	Grilled_cheese_sandwich_Cheddar_cheese_on_white_bread
14640130	Grilled_cheese_sandwich_Cheddar_cheese_on_wheat_bread
14640135	Grilled_cheese_sandwich_Cheddar_cheese_on_whole_wheat_bread
14640155	Grilled_cheese_sandwich_reduced_fat_American_cheese_on_white_bread
14640160	Grilled_cheese_sandwich_reduced_fat_American_cheese_on_wheat_bread
14640165	Grilled_cheese_sandwich_reduced_fat_American_cheese_on_whole_wheat_bread
14640185	Grilled_cheese_sandwich_reduced_fat_Cheddar_cheese_on_white_bread
14640190	Grilled_cheese_sandwich_reduced_fat_Cheddar_cheese_on_wheat_bread
14640195	Grilled_cheese_sandwich_reduced_fat_Cheddar_cheese_on_whole_wheat_bread
14650100	Cheese_sauce
14650150	Cheese_sauce_made_with_lowfat_cheese
14650160	Alfredo_sauce
14650165	Alfredo_sauce_with_added_vegetables
14650170	Alfredo_sauce_with_meat
14650175	Alfredo_sauce_with_meat_and_added_vegetables
14650180	Alfredo_sauce_with_poultry
14650185	Alfredo_sauce_with_poultry_and_added_vegetables
14650190	Alfredo_sauce_with_seafood
14650195	Alfredo_sauce_with_seafood_and_added_vegetables
14660200	Mozzarella_sticks_breaded_baked_or_fried
14670000	Mozzarella_cheese_tomato_and_basil_with_oil_and_vinegar_dressing
14710100	Cheddar_cheese_soup_home_recipe_canned_or_ready-to-serve
14710200	Beer_cheese_soup_made_with_milk
20000000	Meat_NFS
20000070	Meat_baby_food_NS_as_to_type_NS_as_to_strained_or_junior
20000090	Meat_sticks_baby_food_NS_as_to_type_of_meat
20000200	Ground_meat_NFS
21000100	Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten
21000110	Beef_NS_as_to_cut_cooked_lean_and_fat_eaten
21000120	Beef_NS_as_to_cut_cooked_lean_only_eaten
21001000	Steak_NS_as_to_type_of_meat_cooked_NS_as_to_fat_eaten
21001010	Steak_NS_as_to_type_of_meat_cooked_lean_and_fat_eaten
21001020	Steak_NS_as_to_type_of_meat_cooked_lean_only_eaten
21002000	Beef_pickled
21003000	Beef_NS_as_to_cut_fried_NS_to_fat_eaten
21101000	Beef_steak_NS_as_to_cooking_method_NS_as_to_fat_eaten
21101010	Beef_steak_NS_as_to_cooking_method_lean_and_fat_eaten
21101020	Beef_steak_NS_as_to_cooking_method_lean_only_eaten
21101110	Beef_steak_broiled_or_baked_NS_as_to_fat_eaten
21101120	Beef_steak_broiled_or_baked_lean_and_fat_eaten
21101130	Beef_steak_broiled_or_baked_lean_only_eaten
21102110	Beef_steak_fried_NS_as_to_fat_eaten
21102120	Beef_steak_fried_lean_and_fat_eaten
21102130	Beef_steak_fried_lean_only_eaten
21103110	Beef_steak_breaded_or_floured_baked_or_fried_NS_as_to_fat_eaten
21103120	Beef_steak_breaded_or_floured_baked_or_fried_lean_and_fat_eaten
21103130	Beef_steak_breaded_or_floured_baked_or_fried_lean_only_eaten
21104110	Beef_steak_battered_fried_NS_as_to_fat_eaten
21104120	Beef_steak_battered_fried_lean_and_fat_eaten
21104130	Beef_steak_battered_fried_lean_only_eaten
21105110	Beef_steak_braised_NS_as_to_fat_eaten
21105120	Beef_steak_braised_lean_and_fat_eaten
21105130	Beef_steak_braised_lean_only_eaten
21301000	Beef_oxtails_cooked
21302000	Beef_neck_bones_cooked
21304000	Beef_shortribs_cooked_NS_as_to_fat_eaten
21304110	Beef_shortribs_cooked_lean_and_fat_eaten
21304120	Beef_shortribs_cooked_lean_only_eaten
21304200	Beef_shortribs_barbecued_with_sauce_NS_as_to_fat_eaten
21304210	Beef_shortribs_barbecued_with_sauce_lean_and_fat_eaten
21304220	Beef_shortribs_barbecued_with_sauce_lean_only_eaten
21305000	Beef_cow_head_cooked
21401000	Beef_roast_roasted_NS_as_to_fat_eaten
21401110	Beef_roast_roasted_lean_and_fat_eaten
21401120	Beef_roast_roasted_lean_only_eaten
21401400	Beef_roast_canned
21407000	Beef_pot_roast_braised_or_boiled_NS_as_to_fat_eaten
21407110	Beef_pot_roast_braised_or_boiled_lean_and_fat_eaten
21407120	Beef_pot_roast_braised_or_boiled_lean_only_eaten
21410000	Beef_stew_meat_cooked_NS_as_to_fat_eaten
21410110	Beef_stew_meat_cooked_lean_and_fat_eaten
21410120	Beef_stew_meat_cooked_lean_only_eaten
21416000	Corned_beef_cooked_NS_as_to_fat_eaten
21416110	Corned_beef_cooked_lean_and_fat_eaten
21416120	Corned_beef_cooked_lean_only_eaten
21416150	Corned_beef_canned_ready-to-eat
21417100	Beef_brisket_cooked_NS_as_to_fat_eaten
21417110	Beef_brisket_cooked_lean_and_fat_eaten
21417120	Beef_brisket_cooked_lean_only_eaten
21420100	Beef_sandwich_steak_flaked_formed_thinly_sliced
21500000	Ground_beef_raw
21500100	Ground_beef_cooked
21500310	Ground_beef_patty_cooked
21601000	Beef_bacon_cooked
21601010	Beef_bacon_reduced_sodium_cooked
21602000	Beef_dried_chipped_uncooked
21602010	Beef_dried_chipped_cooked_in_fat
21602100	Beef_jerky
21701000	Beef_baby_food_NS_as_to_strained_or_junior
21701010	Beef_baby_food_strained
21701020	Beef_baby_food_junior
22000100	Pork_NS_as_to_cut_cooked_NS_as_to_fat_eaten
22000110	Pork_NS_as_to_cut_cooked_lean_and_fat_eaten
22000120	Pork_NS_as_to_cut_cooked_lean_only_eaten
22000200	Pork_NS_as_to_cut_fried_NS_as_to_fat_eaten
22000210	Pork_NS_as_to_cut_fried_lean_and_fat_eaten
22000220	Pork_NS_as_to_cut_fried_lean_only_eaten
22000300	Pork_NS_as_to_cut_breaded_or_floured_fried_NS_as_to_fat_eaten
22000310	Pork_NS_as_to_cut_breaded_or_floured_fried_lean_and_fat_eaten
22000320	Pork_NS_as_to_cut_breaded_or_floured_fried_lean_only_eaten
22001000	Pork_pickled_NS_as_to_cut
22002000	Pork_ground_or_patty_cooked
22002100	Pork_ground_or_patty_breaded_cooked
22002800	Pork_jerky
22101000	Pork_chop_NS_as_to_cooking_method_NS_as_to_fat_eaten
22101010	Pork_chop_NS_as_to_cooking_method_lean_and_fat_eaten
22101020	Pork_chop_NS_as_to_cooking_method_lean_only_eaten
22101100	Pork_chop_broiled_or_baked_NS_as_to_fat_eaten
22101110	Pork_chop_broiled_or_baked_lean_and_fat_eaten
22101120	Pork_chop_broiled_or_baked_lean_only_eaten
